Francesca,Construction ID,Name,Form,Function,Formal Tags,Functional Tags,Schematicity Level,Examples 1,Source,Examples 2,Source,Examples 3,Source,Examples 4,Source,Examples 5,Source,Idiomaticity Level Function,Explain,Idiomaticity Level Form,Explain,Idiomaticity Level Restrictions,Explain,Idiomaticity Level Collocational Preferences,Explain,Idiomaticity Level Usage Familiarity,Explain,Data Collector,Notes
,160,Discontinous reduplication N(sg)-su-N(sg),Ni su Ni,MODIFIER = SUCCESSION / ITERATION / DISTRIBUTIVITY of N,"reduplication, discontinuous reduplication",intensification,partially filled/schematic,"Aveva anche chiesto soldi in prestito ai suoi amanti, senza pudore, e li aveva, ogni volta, restituiti, centesimo su centesimo.",CORIS2021,"Non aveva avuto mai paura degli uomini qualunque lingua parlassero, le sue braccia erano forti, non aveva mai saputo cosa fosse malattia, né stanchezza: al mondo vi erano le strade: attraversavano le pianure, passavano i fiumi, andavano oltre le montagne e colle sue gambe, chilometro su chilometro, un tanto al giorno, passava da una regione all'altra, fino alle terre straniere che nell'avvicinarsi lo animavano di attesa.",CORIS2021,"Mia madre, nota facciacomeilculo, chiedeva: ""Com'è l'arrosto?"" . ""Buono."" rispondeva lui. E giù forchettata su forchettata mentre mio padre scattava una foto, mio fratello gli aggiungeva un po' di ""forte"", io gli passavo il vino.",CORIS2021,,,,,,,,,,,,,,,Francesca Masini,
,161,Discontinous reduplication N(pl)-su-N(pl),Ni su Ni,GREATER PLURAL / ACCUMULATION of N,"reduplication, discontinuous reduplication","plurality, intensification",partially filled/schematic,"È stata forse Miuccia Prada a portare definitivamente la tendenza sotto gli occhi di tutti con la sua recente sfilata donna per il prossimo autunno/inverno: ha ricoperto i revers di giacche e spolverini di struzzo con enormi spille di bachelite e strass color sorbetto, dando così la stura a centinaia di post a tema sui social media e a pagine su pagine sulle riviste di tutto il mondo che improvvisamente si sono accorte del trend.",CORIS2021,"E, al contrario, il mister argentino continua ad accumulare errori su errori, cambiando ogni settimana le carte in tavola, senza trovare, naturalmente, il rimedio.",CORIS2021,"Harry trangugiava un bicchiere fresco dopo l'altro, ordinando caraffe su caraffe, convinto che sapessero tutte di alcol da massaggi.",CORIS2021,,,,,,,,,,,,,,,Francesca Masini,
,162,Discontinous reduplication N-per-N,Xi per Xi,INESCAPABLE PRESUPPOSITION SUB.CLAUSE,"reduplication, discontinuous reduplication, subordination",,lexically filled,,,,,,,,,,,,,,,,,,,,,Francesca Masini,
,163,SIMIL- subconstruction resembling,[simil-[x]Xj]Xi,[RESEMBLING SEMj]i,"prefixation, affixoid","evaluative morphology, approximation, similarity",partially filled/schematic,,,,,,,,,,,,,,,,,,,,,Francesca Masini,
,164,SIMIL- subconstruction fake,[simil-[x]Nj]Ni,[FAKE SEMj]i,"prefixation, affixoid","evaluative morphology, approximation, fakeness",partially filled/schematic,,,,,,,,,,,,,,,,,,,,,Francesca Masini,
,165,stile (indexical manner),T [stile N],M = in manner PK|F where PK|F = T/T(K|F)_N,,"manner, indexical manner",partially filled/schematic,,,,,,,,,,,,,,,,,,,,,Francesca Masini,"Masini, Francesca & Caterina Mauri. 2020.  Questione di stile: l’espressione analitica della maniera indessicale. Testi e Linguaggi 14. 259-271."
,166,Neoclassical compounds,[[x]Xαk [y]Yβi]Xβj,[SEMk in R with SEMi]j,"compounding, combining form, neoclassical element",,fully schematic,"Otto chili di troppo equivalgono al 25 per cento di probabilità in più di sviluppare una cardiopatia (cardio- + -pathy).
'Eight kilos too many equals a 25 per cent greater chance of developing heart disease'.",laRepubblica corpus,,,,,,,,,,,,,,,,,,,Silvia Micheli,
,167,venire fuori che V,,,,,partially filled/schematic,,,,,,,,,,,,,,,,,,,,,Flavio,
,168,uscire fuori che V,,,,,partially filled/schematic,,,,,,,,,,,,,,,,,,,,,Flavio,
,169,semiADJ,,,,,partially filled/schematic,,,,,,,,,,,,,,,,,,,,,Flavio,
,170,mezzo ADJ,,,,,fully schematic,,,,,,,,,,,,,,,,,,,,,Flavio,
,171,Tanto (...) quanto (...) ,"X1 - Y - X2 - Y, dove X1= tanto; X2= quanto; Y= spazio da riempire. ",Costruzione comparativa / di uguaglianza,,,partially filled/schematic,"
“...accolti da un pubblico tanto numeroso quanto festoso.”
Gli sviluppatori hanno costruito una serie di variazioni tanto elaborate quanto eleganti. “
A smentire questa notizia tanto falsa quanto assurda ci ha pensato un sito.
",Corpus ItalianWeb2020 - Sketch Engine,"
Cosa resta di questa vita tanto triste quanto esaltante?
“...gli eventi imprevisti possono essere tanto benevoli quanto disastrosi.”
“...hanno avuto esperienza di un contesto tanto familiare quanto insolito.”
",Corpus ItalianWeb2020 - Sketch Engine,"
Il San Francisco Chronicle ha fatto notare che tanto Romney quanto Obama hanno guadagnato fans su Facebook.
Tanto Israele quanto Roma non riconobbero il Cristo. 
La particolarità di questo social network è di essere popolato da tanti ragazzi quante ragazze.
",Corpus ItalianWeb2020 - Sketch Engine,"
Questa situazione è difficile da gestire tanto fisicamente quanto psicologicamente.
",Corpus ItalianWeb2020 - Sketch Engine,"
Scrive tanto quanto parla.   
",Dizionario Zanichelli,,,,,,,,,,,Lisa Maldina,"Ex. 6

Il conduttore assegna loro tanti punti quanto è il valore complessivo degli oggetti. 
La pianta rilascia tanta CO2 quanta ne assume.
Una tazza di yogurt ha tanto calcio quanto una di latte.

Fonte: Corpus ItalianWeb2020 - Sketch Engine"
,172,trovare N (Avv) Agg,"trovare N (Avv) Agg
Schema generale: [Soggetto] + [trovare] + [Complemento oggetto] + [Aggettivo]
Ad es.: (Io) trovo il libro interessante.","La costruzione serve a esprimere una valutazione soggettiva del parlante nei confronti del complemento oggetto. Il verbo trovare assume una funzione semantica di ""percepire come"" o ""ritenere"" (non “rinvenire”), indicando una valutazione personale.
Ad es.: Trovo il film interessante → indica il punto di vista del parlante, non un fatto oggettivo.
L’aggettivo non descrive l’oggetto in modo intrinseco, ma piuttosto come lo percepisce il parlante. Il significato della frase è modulato dal contesto e dalla prospettiva di chi parla.","Transitive Clause, Predicate-Adjective Construction","Attribution of Property, Opinion Expression, Judgment Statement",partially filled/schematic,"Guardate come reagiscono al suo attacco... se non sai ricevere l'ingratitudine. Questa frase me l'hanno detta oggi, la trovo bellissima e molto profonda non credete?",itTenTen20 (Sketch Engine),"- No, non ho avuto un vero e proprio modello di riferimento, è una passione nata nel tempo osservando i diversi suonatori di battente nei concerti di piazza. Hai trovato utile qualche testo, libro, pubblicazione, cd ecc.. ? - Non mi sono mai imbattuta in libri che trattassero questo strumento.",itTenTen20 (Sketch Engine),"Quella era la sua filosofia di vita: caricava sempre perché ci provava con tutte, belle, brutte, grasse e magre. Guido non era a questi livelli, certo, ma trovava interessante la sua teoria e l'avrebbe messa in pratica quel sabato e domenica.",CORIS,"L'ho ringraziato ancora una volta e, osservandolo meglio, non ho potuto fare a meno di restare colpita dalla sua bellezza. L'avresti trovato affascinante anche tu: hai presente il tipo d' uomo con penetranti occhi verdi, naso importante e riccioli neri?",CORIS,"Nascere e morire erano cose standard, ora esistono più modi di far nascere e eventualmente scegliere di morire . Non do alla posizione sull'embrione il valore di verità assoluta, ma la trovo coerente con le tesi sull'autonomia degli individui.",CORIS,,,,,,,,,,,Alicja Maria Gniadek,"Si può individuare anche una sottocostruzione come: trovare Agg che Complement Clause.
L'aggettivo non qualifica un oggetto diretto, ma introduce una valutazione riguardo al contenuto di una frase subordinata completiva."
,173,dare di N,dare di N,"1 Esprimere una manifestazione improvvisa e intensa fisica o mentale --> dare di testa; dare di matto
2 Forse esprimere maggiore partecipazione emotiva/coinvolgimento rispetto a un evento --> dare di stomaco; dare di gomito 
3 Esprimere particolare impegno o dedizione in un'attività nel caso del legame con strumento --> dare di scalpello, dare di vernice --> variante rafforzata darci di
L'interpretazione ha una metaforicità variabile nei vari esempi, il verbo ""dare"" ha significato che si specifica unitamente al nome. 
 ",,,partially filled/schematic,"Ci va del tempo, alle soglie del matrimonio poi, un'altra avrebbe già dato di testa.",itTenTen20,"Mio figlio di sei mesi dà di stomaco molto spesso, devo allarmarmi?",itTenTen20,"Sedutosi sul gradino al mio fianco, parlando sottovoce, cominciò a darmi di gomito mentre mi chiedeva con morbosa curiosità:",itTenTen20,"con l'ausilio di puntelli opportunamente conficcati, diamo di scalpello, non certo per romperle, bensì per riforgiarle.",itTenTen20,Ci ho dato di retino a maglie finissime e pazienza.,itTenTen20,,,,,,,,,,,,
,174,Costruzione comparativa asimmetrica,più X che Y,X è prominente rispetto a Y,,"comparazione, prominenza",partially filled/schematic,"Questi, egli dice generalmente sono più astuti che prudenti, più acuti che sinceri, amano le novità, sono litigiosi, adulatori e per natura invidiosi;",ItTenTen20,"Rifornivano metà dell'universo, e avevano, tuttavia, più lavoro che lavoratori.",ItTenTen20,"La luce della luna cadeva attraverso le tende giallastre , i rumori notturni del paese si potevano più intuire che sentire.",CORIS,"Ma se guardo al presente, ai fatti, mi ritrovo e leggo l'uscita affrettata delle Z - perché non pronte e progettate più commercialmente che tecnicamente - come il tentativo di conservare volumi adeguati al sostentamento dell'impresa",ItTenTen20,,,,,,,,,,,,,Giulia Galfetti,Le strutture riempite con X e Y = Adv sembrano essere più lessicalmente piene (es. più Adv che non)
,175,Nome1,più noun/adj è meglio è.,,,,partially filled/schematic,Più gente c'è meglio è.,,Il gelato più freddo è meglio è.,,,,,,,,,,,,,,,,,,Viola,
,176,uscirne + agg (fisico/psicologico),Sogg+V(uscire+clitico-ne)+agg di 1)stato fisico; 2)stato psicologico.,"La semantica del verbo non è quella canonica: in questo caso 'uscire' non indica un movimento fisico, indica il risultato o lo stato conseguente al superamento di un evento o processo difficoltoso.",,,partially filled/schematic,Ne sono uscito distrutto.,,Ne è uscita più forte di prima.,,Ne sei uscito pazzo.,,Ne uscirono illesi.,,Ne uscirete vincitori.,,,,,,,,,,,,Arianna,
,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178,Meglio X che Y,"""meglio"": avverbio invariabile
""Che"":  congiunzione comparativa che introduce il termine di paragone 
X e Y possono essere verbi, aggettivi, sostantivi o intere proposizioni. ","SEMANTICA indica preferenza relativa tra due opzioni di cui la prima sembra piu' accettabile. 
DISCORSIVA per contrapporre idee, situazioni, opinioni. ",,opposition,partially filled/schematic,meglio prevenire che curare ,,meglio soli che mal accompagnati ,,meglio tardi che mai ,,meglio vincere che perdere ,,,,,,,,,,,,,,Ana Andros,
,179,mettere\metterci + Agg poss,V (mettere\metterci)+ Agg poss,"Semantica: indica il grado di coinvolgimento o impegno personale.
Pragmatica: utilizzata per dare consigli, per enfatizzare il contributo personale e con funzione motivazionale.
Discorsiva: rinforza l'idea di responsabilità\dedizione.",,,partially filled/schematic,Metterci del mio.,,Metterci del vostro.,,Mettici del tuo.,,"Impegnati, mettici del tuo!",,,,,,,,,,,,,,Aurora,
,180,non PRON che V,non PRON che V ,"antipresupposizionale
negazione per affermare",,,partially filled/schematic,"non io che devo ancora leggerli tutti
(in riferimento ai messaggi di auguri durante il periodo natalizio)",Instagram,"non io che in sessione anziché studiare guardo tutti gli episodi di ""Casa a prima vista"" su RealTime",Tiktok,non io che mangio 20 ore su 24,Instagram,non io che fingo di non essere in posa,Instagram,non io che ho fatto sto video a gennaio e ancora non lo avevo postato,Tiktok,,,,,,,,,,,Sofia Battistoni,"Le fonti di riferimento sono state esclusivamente Tiktok e Instagram perché nella ricerca (forse non sufficientemente approfondita) condotta su corpora di italiano parlato e del web la costruzione non è emersa, magari perché troppo recente o perché non sufficientemente diffusa."
,181,Una Costruzione  in spagnolo,"Fonologia:
[toˈmaɾ el ˈpe.lo]
Morfologia: 
Tomar: infinitivo del verbo prendere 
El: articolo determinato maschile singolare
Pelo: sostantivo singolare maschile (capelli).
Sintassi: 
Tomar: Verbo 
El pelo: oggetto diretto.","Pragmatica: 
È usata principalmente per indicare che una persona prende in giro a un'altra e la sua interpretazione dipenderà del contesto e della relazione tra i parlanti. 
Semantica:
Fa riferimento a un senso figurativo dentro del campo semantico del ingagno e dello scherzo.
Discorsiva: 
Organiza le interazioni permettendo la introduzione di umore e ironia e può aiutare a suavizzare il tono della converzazione. 
 ",,,partially filled/schematic,"¿Lo dices de verdad o me estás tomando el pelo?
Traduzione: Lo dici davvero o mi prendi in giro?",,"¡No me tomes el pelo así!
Traduzione: Non prendermi in giro così!",,"Deja de tomarme el pelo y dime la verdad ya.
Traduzione: Smettila di prendermi in giro e dimmi già la verità (aprox).",,"Me dijo que era listo pero creo que me toma el pelo. 
Traduzione: Mi ha detto che era intelligente ma penso che mi sta prendendo in giro. 
 ",,,,,,,,,,,,,,Najwa Lledó e Alma Méndez,
